Algorithm_And_Search_Name,Maze_Size,Maze_Density,Water_Density,Path_Size,Num_Nodes_Expanded,Time,Peak_Memory_Usage,Start_Region,Goal_Region,Search_Type,Search_Algorithm,Search_Type_Name,Search_Algorithm_Name,Random_Seed,Maze_Object
graph_DFS,20,0.25,0.35,21.0,25,0.00030493736267089844,9480,3,4,2,2,graph,DFS,60,"Maze(generated_maze=[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 2, 1], [1, 1, 0, 0, 0, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 2, 1], [1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1], [1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 1], [1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 1], [1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 2, 2, 1], [1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1], [1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1], [1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 2, 2, 2, 0, 0, 1, 0, 1, 1], [1, 0, 2, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1], [1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 1, 0, 1], [1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 0, 0, 2, 1], [1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 1, 1, 1], [1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 0, 1, 1], [1, 1, 0, 1, 2, 2, 2, 0, 2, 0, 0, 1, 0, 0, 2, 1, 2, 1, 0, 1], [1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], maze_start=(17, 2), maze_goal=(17, 18), size=20, obstacle_density=0.25, water_density=0.35, start_region=3, goal_region=4)"
graph_DFS,20,0.25,0.35,49.0,59,0.0006840229034423828,17876,3,5,2,2,graph,DFS,60,"Maze(generated_maze=[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 2, 1], [1, 1, 0, 0, 0, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 2, 1], [1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1], [1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 1], [1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 1], [1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 2, 2, 1], [1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1], [1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1], [1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 0, 2, 2, 0, 0, 1, 0, 1, 1], [1, 0, 2, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1], [1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 1, 0, 1], [1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 0, 0, 2, 1], [1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 1, 1, 1], [1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 0, 1, 1], [1, 1, 0, 1, 2, 2, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 2, 1, 0, 1], [1, 2, 0, 0, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 1, 0, 0, 2, 1], [1, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], maze_start=(17, 2), maze_goal=(10, 11), size=20, obstacle_density=0.25, water_density=0.35, start_region=3, goal_region=5)"
graph_DFS,20,0.25,0.35,74.0,121,0.0014808177947998047,47676,4,1,2,2,graph,DFS,60,"Maze(generated_maze=[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1], [1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1], [1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1], [1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 1], [1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1], [1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1], [1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1], [1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 2, 2, 2, 0, 0, 1, 0, 1, 1], [1, 0, 2, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1], [1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 0, 0, 1], [1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 0, 0, 2, 1], [1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 0, 0, 1], [1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 0, 0, 1], [1, 1, 0, 1, 2, 2, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 0, 1, 0, 1], [1, 2, 0, 0, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 1, 0, 0, 0, 1], [1, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], maze_start=(17, 17), maze_goal=(2, 3), size=20, obstacle_density=0.25, water_density=0.35, start_region=4, goal_region=1)"
graph_DFS,20,0.25,0.35,75.0,147,0.0018167495727539062,50024,4,2,2,2,graph,DFS,60,"Maze(generated_maze=[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 0, 1], [1, 1, 0, 0, 0, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 0, 1], [1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1], [1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1], [1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 1], [1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1], [1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1], [1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1], [1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 2, 2, 2, 0, 0, 1, 0, 1, 1], [1, 0, 2, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1], [1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 0, 0, 1], [1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 0, 0, 2, 1], [1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 0, 0, 1], [1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 0, 0, 1], [1, 1, 0, 1, 2, 2, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 0, 1, 0, 1], [1, 2, 0, 0, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 1, 0, 0, 0, 1], [1, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], maze_start=(17, 17), maze_goal=(2, 18), size=20, obstacle_density=0.25, water_density=0.35, start_region=4, goal_region=2)"
graph_DFS,20,0.25,0.35,21.0,212,0.0024139881134033203,60760,4,3,2,2,graph,DFS,60,"Maze(generated_maze=[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 2, 1], [1, 1, 0, 0, 0, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 2, 1], [1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1], [1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 1], [1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 1], [1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 2, 2, 1], [1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1], [1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1], [1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 2, 2, 2, 0, 0, 1, 0, 1, 1], [1, 0, 2, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1], [1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 1, 0, 1], [1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 0, 0, 2, 1], [1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 1, 1, 1], [1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 0, 1, 1], [1, 1, 0, 1, 2, 2, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 2, 1, 0, 1], [1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], maze_start=(17, 17), maze_goal=(17, 3), size=20, obstacle_density=0.25, water_density=0.35, start_region=4, goal_region=3)"
graph_DFS,20,0.25,0.35,52.0,65,0.0007891654968261719,21608,4,5,2,2,graph,DFS,60,"Maze(generated_maze=[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 2, 1], [1, 1, 0, 0, 0, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 2, 1], [1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1], [1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 1], [1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 1], [1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 2, 2, 1], [1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1], [1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1], [1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1], [1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1], [1, 0, 2, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1], [1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 0, 0, 1], [1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 0, 0, 2, 1], [1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 0, 0, 1], [1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 0, 0, 1], [1, 1, 0, 1, 2, 2, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 0, 1, 0, 1], [1, 2, 0, 0, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 1, 0, 0, 0, 1], [1, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], maze_start=(17, 17), maze_goal=(10, 11), size=20, obstacle_density=0.25, water_density=0.35, start_region=4, goal_region=5)"
graph_DFS,20,0.25,0.35,70.0,109,0.0013089179992675781,44972,5,1,2,2,graph,DFS,60,"Maze(generated_maze=[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 2, 1], [1, 1, 0, 0, 0, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 2, 1], [1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1], [1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 1], [1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 1], [1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 2, 2, 1], [1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1], [1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1], [1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 2, 2, 2, 0, 0, 1, 0, 1, 1], [1, 0, 2, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1], [1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 1, 0, 1], [1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 0, 0, 2, 1], [1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 1, 1, 1], [1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 0, 1, 1], [1, 1, 0, 1, 2, 2, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 2, 1, 0, 1], [1, 2, 0, 0, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 1, 0, 0, 2, 1], [1, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], maze_start=(10, 10), maze_goal=(2, 3), size=20, obstacle_density=0.25, water_density=0.35, start_region=5, goal_region=1)"
graph_DFS,20,0.25,0.35,53.0,154,0.0017600059509277344,48948,5,2,2,2,graph,DFS,60,"Maze(generated_maze=[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 2, 1], [1, 1, 0, 0, 0, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 0, 1], [1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1], [1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 1], [1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 1], [1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 2, 2, 1], [1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1], [1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1], [1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 2, 2, 2, 0, 0, 1, 0, 1, 1], [1, 0, 2, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1], [1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 1, 0, 1], [1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 0, 0, 2, 1], [1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 1, 1, 1], [1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 0, 1, 1], [1, 1, 0, 1, 2, 2, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 2, 1, 0, 1], [1, 2, 0, 0, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 1, 0, 0, 2, 1], [1, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], maze_start=(10, 10), maze_goal=(2, 18), size=20, obstacle_density=0.25, water_density=0.35, start_region=5, goal_region=2)"
graph_DFS,20,0.25,0.35,21.0,203,0.0022470951080322266,58648,5,3,2,2,graph,DFS,60,"Maze(generated_maze=[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 2, 1], [1, 1, 0, 0, 0, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 2, 1], [1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1], [1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 1], [1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 1], [1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 2, 2, 1], [1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1], [1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1], [1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 2, 2, 2, 0, 0, 1, 0, 1, 1], [1, 0, 2, 0, 0, 2, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1], [1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 1, 0, 1], [1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 2, 2, 0, 0, 2, 1], [1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 1, 1, 1], [1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 0, 1, 1], [1, 1, 0, 1, 2, 2, 2, 0, 2, 2, 0, 1, 0, 0, 2, 1, 2, 1, 0, 1], [1, 2, 0, 0, 1, 2, 2, 0, 1, 2, 1, 1, 1, 1, 2, 1, 0, 0, 2, 1], [1, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], maze_start=(10, 10), maze_goal=(17, 3), size=20, obstacle_density=0.25, water_density=0.35, start_region=5, goal_region=3)"
graph_DFS,20,0.25,0.35,56.0,87,0.0010380744934082031,37376,5,4,2,2,graph,DFS,60,"Maze(generated_maze=[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 2, 1], [1, 1, 0, 0, 0, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2, 0, 0, 2, 1], [1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1], [1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 1], [1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 1], [1, 2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 2, 2, 1], [1, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 1], [1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1], [1, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 0, 2, 2, 0, 0, 1, 0, 1, 1], [1, 0, 2, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 2, 1], [1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 2, 0, 1, 0, 1], [1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 2, 1], [1, 2, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 1, 2, 0, 1, 1, 1], [1, 2, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 1, 1], [1, 1, 0, 1, 2, 2, 2, 0, 2, 0, 0, 1, 0, 0, 2, 1, 2, 1, 0, 1], [1, 2, 0, 0, 1, 2, 2, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]], maze_start=(10, 10), maze_goal=(17, 18), size=20, obstacle_density=0.25, water_density=0.35, start_region=5, goal_region=4)"
